id,i_dialog,i_utterance,speaker,utterance,Expected
2093,178,4,Rachel,"Oh yeah, sorry. Wait honey, so what did you do that made dad cut you off?",5
2094,178,5,Jill,"Okay, I bought a boat.",5
2095,178,6,Monica,You bought a boat?,5
2096,178,7,Jill,"Yeah but it wasn?t for me, it was for a friend.",5
2097,178,8,Chandler,Boy did,5
2098,178,9,Rachel,"Jill, honey, I think this is the best thing that could?ve ever happened to you.",5
2099,178,10,Rachel,I mean you needed to get out on your own anyway!,5
2100,178,11,Rachel,"And you know when I did it, I-I-I at first I was scared, and look at me now!",5
2101,178,12,Rachel,I?m the only daughter dad is proud of!,5
2102,178,13,Rachel,"Okay, well this is, this is what you?re gonna do.",5
2103,178,14,Rachel,"You?re gonna get a job, you?re gonna get an apartment, and then I?ll help you and you can stay with us.",5
2104,178,15,Rachel,"Right Pheebs, she can stay with us?",5
2105,178,16,Phoebe,"Of course, yeah!",5
2106,178,17,Jill,"Oh, that?s so great! Okay, I?m really gonna do this! I don?t know how to thank you guys.",5
2107,178,18,Phoebe,"Ooh, I like cards.",5
2108,179,0,Joey,I would sooner die in this hellhole then see her back with you!,5
2109,179,1,Richard,That can be arranged.,5
2110,179,2,The Director,Let?s reset.,5
2111,179,3,Joey,What?! He got me! Owwwwww!!!,5
2112,179,4,The Director,Let?s take it from there.,5
2113,179,5,Richard,Are you a little off today? It?s going terribly slowly.,5
2114,179,6,Joey,"Look, my best friends are getting married in like an hour.",5
2115,179,7,Joey,Okay?,5
2116,179,8,Joey,And I?m the minister.,5
2117,179,9,Joey,Please!,5
2118,179,10,Joey,Please!,5
2119,179,11,Joey,Can you pull it together?,5
2120,179,12,Richard,Of course! I?m-I?m sorry. I-I?d hate you to miss anything like that on account of me. I can do this!,5
2121,179,13,Joey,Thank you. Thank you.,5
2122,179,14,The Director,"Still rolling, annnnd action!",5
2123,179,15,Joey,I would sooner die in this hellhole then see her back with you!,5
2124,179,16,Richard,"Now, that can be arranged!  Slippery little bugger!",5
2125,180,0,Lewis,Professor Geller?,5
2126,180,1,Ross,"Yes Mr. Lewis, how can I help you?",5
2127,180,2,Lewis,"I know I didn?t do well on my midterms and stuff but, I was kinda hoping you could change my grade.",5
2128,180,3,Ross,And why exactly would I do that?,5
2129,180,4,Lewis,Because I?m in love with you.,5
2130,180,5,Ross,What?!,5
2131,180,6,Lewis,"Yeah, I?m all?in love with you and stuff. So could you change my grade?",5
2132,180,7,Ross,No!,5
2133,180,8,Lewis,Well why not? You changed Ned?s grade!,5
2134,180,9,Ross,"Well that?s different! Okay? Because he, he was actually in love with me!",5
2135,180,10,Lewis,No he?s not! He?s totally yanking your chain! He?s done this with three other teachers!,5
2136,180,11,Ross,What?,5
2137,180,12,Lewis,He?s got a girlfriend!,5
2138,180,13,Ross,I can?t believe someone would do that for a grade.,5
2139,180,14,Lewis,I know! It?s awful. I love you.,5
2140,181,0,Ross,This is Ross?,5
2141,181,1,Mark,Ross of.....,5
2142,181,2,Ross,Of Ross and Rachel.,5
2143,181,3,Mark,"Oh hi. It's, it's Mark.",5
2144,181,4,Ross,"Oh hey, hey Mark.",5
2145,181,5,Mark,"Hey, hold on a second.",5
2146,181,6,Ross,Okay.,5
2147,181,7,Rachel,Hi honey!,5
2148,181,8,Ross,"Hi! What's ah, what's Mark doing answering your phone?",5
2149,181,9,Rachel,"Oh, he's just goofing around.",5
2150,181,10,Ross,"Ohhhhh yeah, that's, that's funny. Why ah, why isn't he goofing around in his own office?",5
2151,181,11,Rachel,"Oh honey, this is his office too. I told you we're Joanna's two assistants.",5
2152,181,12,Ross,"Why does Joanna need two assistants, how, how lazy is she?",5
2153,181,13,Rachel,Oh! Oh my God! What did I just do?,5
2154,181,14,Ross,What?,5
2155,181,15,Rachel,"I think I just shipped 3,000 bras to personnel. Oh honey, I gotta go.  Mark, I need you!",5
2156,181,16,Ross,"Okay, bye-bye.",5
2157,181,17,Rachel,Ow! Ross!!,5
2158,181,18,Ross,"Oh, oh, I'm, I'm, I'm sorry sweetie, I was just trying to ah, I'm dialing another number.",5
2159,182,0,Chandler,Hello Rachel.,5
2160,182,1,Rachel,Get off.,5
2161,182,2,Phoebe,"Uh, uh, gimme. Can you see me operating a drill press?",5
2162,182,3,Joey,"Yeah, right!.......Y'serious?",5
2163,182,4,Phoebe,"Oh, yeah!",5
2164,182,5,Rachel,Everything you need to know is in that first kiss.,5
2165,182,6,Monica,Absolutely.,5
2166,182,7,Chandler,"Yeah, I think for us, kissing is pretty much like an opening act, y'know?",5
2167,182,8,Chandler,I mean it's like the stand-up comedian you have to sit through before Pink Floyd comes out.,5
2168,182,9,Ross,"Yeah, and-and it's not that we don't like the comedian, it's that-that... that's not why we bought the ticket.",5
2169,182,10,Chandler,"The problem is, though, after the concert's over, no matter how great the show was, you girls are always looking for the comedian again, y'know?",5
2170,182,11,Chandler,"I mean, we're in the car, we're fighting traffic... basically just trying to stay awake.",5
2171,182,12,Rachel,"Yeah, well, word of advice: Bring back the comedian.",5
2172,182,13,Rachel,"Otherwise next time you're gonna find yourself sitting at home, listening to that album alone.",5
2173,182,14,Joey,....Are we still talking about sex?,5
2174,183,0,Phoebe,You name one woman that you broke up with for a real reason.,5
2175,183,1,Chandler,Maureen Rosilla.,5
2176,183,2,Ross,"""?Cause she doesn?t hate Yanni,"" is not a real reason.",5
2177,183,3,Monica,"Hello, Mr. Heckles.",5
2178,183,4,Mr. Heckles,You're doing it again.,5
2179,183,5,Monica,We're not doing anything.,5
2180,183,6,Mr. Heckles,You're stomping. It's disturbing my birds.,5
2181,183,7,Rachel,You don't have birds.,5
2182,183,8,Ross,"Man, I sure miss Julie.",5
2183,183,9,Chandler,"Spanish midgets. Spanish midgets wrestling. Julie. Ok, yes, I see how you got there.",5
2184,183,10,Ross,You ever figure out what that thing's for?,5
2185,183,11,Chandler,"No, see, I'm trying this new screening thing.",5
2186,183,12,Chandler,"You know, I figure if I'm always answering the phone, people'll think I don't have a life.",5
2187,183,13,Chandler,"My god, Rodrigo never gets pinned.",5
2188,183,14,Chandler,What?,5
2189,183,15,Jade,I got a little drunk...and naked.,5
2190,183,16,Chandler,Bob here.,5
2191,184,0,Chandler,Where's Monica?! Where is she? I need to talk to her! It's urgent! Is she here?,5
2192,184,1,Monica,I'm Monica.,5
2193,184,2,Chandler,"I need to talk to you, it's urgent!",5
2194,184,3,Monica,Okay.,5
2195,184,4,Chandler,"Okay, I've been doing a lot of thinking about us, y'know a lot of uhh, us thinking.",5
2196,184,5,Chandler,"And uh, well I guess there's only one-one way to do this.",5
2197,184,6,Monica,Wait what-wh-wh-what are you doing?!,5
2198,184,7,Chandler,Monica,5
2199,184,8,Monica,"No-no, don't-don't-don't do it!",5
2200,184,9,Chandler,Will you marry me?,5
2201,184,10,Elizabeth,"No, go ahead.",5
2202,184,11,Ross,Thanks.,5
2203,184,12,Ross,Ahhhhhhhhhhhhhh???.,5
2204,184,13,Elizabeth,"Hey, my favorite part is coming up!",5
2205,184,14,Ross,'Kay!,5
2206,184,15,Ross,Oh my God!,5
2207,185,0,Joey,Hey!,5
2208,185,1,Rachel,Hey! How's it going? Did you make any new friends?,5
2209,185,2,Joey,"Yeah, yeah, I met this woman.",5
2210,185,3,Chandler,"Hey, whoa-whoa! What's she like?",5
2211,185,4,Joey,"Uhh, well, she's?really good in bed.",5
2212,185,5,Monica,"Joey, I thought you were gonna try to be friends first!",5
2213,185,6,Joey,"Well look, hey, it's all your fault!",5
2214,185,7,Rachel,What?! Why?!,5
2215,185,8,Joey,Well because you didn't give me advice!,5
2216,185,9,Joey,No!,5
2217,185,10,Joey,You gave me a pickup line!,5
2218,185,11,Joey,"As soon as I told her I wanted to y'know, build a foundation and be friends first.",5
2219,185,12,Joey,"I suddenly, through no fault of my own, became irresistible to her!",5
2220,185,13,Joey,And her roommate!,5
2221,185,14,Monica,What about the closeness?,5
2222,185,15,Joey,Closeness-shmoshness! There was three of us for crying out loud!,5
2223,186,0,Phoebe,Oh! Hi!,5
2224,186,1,Monica,Hi!,5
2225,186,2,Phoebe,"Umm, Chandler, Monica, this is Don.",5
2226,186,3,Don,"Oh, hello.  Hello.",5
2227,186,4,Phoebe,Soul mate.,5
2228,186,5,Chandler,What?,5
2229,186,6,Phoebe,Soul mate.,5
2230,186,7,Monica,"So, what have you guys been doing?",5
2231,186,8,Don,"Well, we just had a terrible lunch today at Reattica. What is with all the sun-dried tomatoes at that place?",5
2232,186,9,Monica,"I know! What is this, 1985?!",5
2233,186,10,Don,"That?s exactly what I said. Phoebe, isn?t that strange.",5
2234,186,11,Phoebe,"Yes, when I first met you, you were like, ""Blah, blah, blah."" I was like, shhh!",5
2235,186,12,Chandler,What is it that I do?,5
2236,186,13,Phoebe,"Well it?s just like you?re trying too hard. Always making jokes, y?know, you just?You come off a little needy.",5
2237,186,14,Chandler,Did you like me when we first met?,5
2238,186,15,Rachel,"Chandler, I?m not gonna lie to ya, but I am gonna run away from you.",5
2239,187,0,Joey,"Come on C.H.E.E.S.E., I?m not leaving without you! Try routing your backup source through your primary CPU.",5
2240,187,1,Phoebe,I can?t! My circuits are fried! They?re fried I tell you!!,5
2241,187,2,Joey,Wow!  Well then I?ll just have to carry you.,5
2242,187,3,Ross,"That?ll be a neat trick, when you?re,  when you?re dead!",5
2243,187,4,Joey,"Ross, you don?t have to yell.",5
2244,187,5,Ross,"There was just an explosion, okay? My hearing would be impaired.",5
2245,187,6,Joey,What else?,5
2246,187,7,Rachel,Here you go.,5
2247,187,8,Joey,Thank you.,5
2248,187,9,Rachel,Oh wow!,5
2249,187,10,Joey,What are you doing?,5
2250,187,11,Rachel,"Oh, sorry.",5
2251,187,12,Joey,What you?don?t hold it like that! You?re lettin? all the good stuff fall out.,5
2252,187,13,Rachel,Oh whoops.,5
2253,187,14,Joey,Careful! You?re wasting good pastrami!  Oh my God! I?m,5
2254,188,0,Ross,"So uh, have a great time down there.",5
2255,188,1,Elizabeth,I will.,5
2256,188,2,Ross,"Yeah. And did you, did you pack that bathing suit?",5
2257,188,3,Elizabeth,Yeah.,5
2258,188,4,Ross,"It was pretty funny when I, when I hid it for a while, huh?",5
2259,188,5,Ross,"Anyway, umm, I-I am worried about that bathing suit, not because it?s revealing which I?m fine with, no I?m concerned about your health, sun exposure.",5
2260,188,6,Elizabeth,"Oh, don?t worry I have plenty of sun block, it?s SPF-30.",5
2261,188,7,Ross,"Well, if what?s in the bottle is actually 30.",5
2262,188,8,Ross,"I mean sometimes you get 30, sometimes it?s-it?s get 4, and I swear to God more often than not it?s just milk.",5
2263,188,9,Elizabeth,"Ross, it?s going to be okay.",5
2264,188,10,Elizabeth,I?m not going down there to hook up with a bunch of guys.,5
2265,188,11,Elizabeth,I really like you.,5
2266,188,12,Elizabeth,I like how things are going between us.,5
2267,188,13,Ross,Really?,5
2268,188,14,Elizabeth,Yeah! I?m just going down there to relax and hang out with my friends.,5
2269,188,15,Ross,Okay. Cool.,5
2270,188,16,Elizabeth,Oh hey! Here they are!,5
2271,188,17,Ross,Call me!,5
2272,189,0,Rachel,"Thirty. Ugh, I mean thirty! Monica, do you remember mean old Mrs. Kreeger in the fifth grade? She was thirty!",5
2273,189,1,Tag,"Come on, let?s have some fun. Huh?  What do you want to do today?",5
2274,189,2,Rachel,Nothing. I don?t want to do anything.,5
2275,189,3,Monica,"Well, doing nothing on your thirtieth is better than doing something stupid, like Ross.",5
2276,189,4,Ross,Hey! That was a practical purchase! I needed that car for transportation! Okay? I-I have a child!,5
2277,189,5,Ross,"How hot do I look in this, huh?!",5
2278,189,6,Chandler,"Ross, a sports car? Wouldn?t it have been cheaper to just stuff a sock down there?",5
2279,189,7,Ross,That?s not what this is about okay? I-I am a sports car enthusiast. I have,5
2280,189,8,Joey,"Hey, what?s the horsepower on this thing?",5
2281,189,9,Ross,"I don?t know, but-but look how shiny!",5
2282,189,10,Monica,I can?t believe you bought this.,5
2283,189,11,Rachel,"Really! God Ross, what were you thinking?  I know it?s really shallow, but a part of me wants him again.",5
2284,189,12,Phoebe,"Oh, well get in line missy.  So, can I have a ride stud?",5
2285,189,13,Ross,Hop in.  Get ready for the smoothest ride of your life.,5
2286,189,14,Ross,Damnit!,5
2287,189,15,Phoebe,"Okay, who?s next?",5
2288,190,0,Ross,"I can?t believe we have to say goodbye to the house we grew up in. Man, some-some stranger?s gonna be living in",5
2289,190,1,Monica,"Well, after 15 years of mom and dad keeping it as a shrine to you, it?s time the velvet ropes came down.",5
2290,190,2,Ross,They kept your room for a while.,5
2291,190,3,Joey,"Yeah, your roommate is a soap opera star.",5
2292,190,4,Rachel,"Look, y?know I know my life?s going pretty well, but I look around and I just see so many people who?ve accomplished so many other goals by the time they?re thirty.",5
2293,190,5,Phoebe,"Yeah, but you shouldn?t compare yourself to me.",5
2294,190,6,All,Come on Phoebe! You can do it Phoebe! Come on!,5
2295,190,7,Rachel,There you go!,5
2296,190,8,Phoebe,I did it!,5
2297,190,9,Phoebe,One mile on a hippity-hop!,5
2298,190,10,Phoebe,That?s it!!,5
2299,190,11,Phoebe,That?s everything I wanted to do before I was thirty.,5
2300,190,12,Phoebe,"Oh, except I wanted to patch things up with my sister.",5
2301,190,13,Phoebe,But oh well.,5
2302,190,14,Phoebe,Yay!!,5
2303,190,15,Phoebe,And-and girls this thing is a Godsend if you know what I mean.,5
2304,191,0,Stu,"So, tonight?s the night of the big bachelor party?",5
2305,191,1,Monica,Yeah! Hey! Thanks for getting me that girl?s number.,5
2306,191,2,Stu,No problem. So who?s the party for?,5
2307,191,3,Monica,My husband.,5
2308,191,4,Stu,You hired your husband a hooker?,5
2309,191,5,Monica,She?s a stripper.,5
2310,191,6,Stu,"No, she?s a hooker.",5
2311,191,7,Monica,"Is that, is that what they call strippers sometimes?",5
2312,191,8,Stu,When they?re hookers.,5
2313,191,9,Chandler,It was awful.,5
2314,191,10,Chandler,To get out of going to dinner with Doug I told him that you and I split up.,5
2315,191,11,Chandler,"So then he took me to all these strip clubs and sleazy bars, and then when I wouldn?t give him my wedding ring, he threw a soda can at a bird!",5
2316,191,12,Monica,Come here. I can breath through my mouth.,5
2317,191,13,Chandler,Y?know what the worse part was? I got to see what my life would be like without you. It was like,5
2318,191,14,Monica,"I promise. Hey, speaking of together, how about we send out a holiday card this year?",5
2319,191,15,Chandler,"Ooh, I don?t know if we?re there yet.",5
2320,192,0,Cecilia,"Well, you certainly own that room.",5
2321,192,1,Joey,"Actually I rent the whole place and, I just got what you meant. Thank you.",5
2322,192,2,Rachel,Hi.,5
2323,192,3,Joey,Hey!,5
2324,192,4,Rachel,Oh my God!,5
2325,192,5,Rachel,Oh my God!!,5
2326,192,6,Rachel,"Ohh, Jessica Lockhart!!",5
2327,192,7,Rachel,In my apartment!!,5
2328,192,8,Rachel,I am such a huge fan!,5
2329,192,9,Rachel,I am such a huge fan!,5
2330,192,10,Cecilia,"Well, it?s nice to know that you",5
2331,192,11,Joey,"That uh, that is my roommate Rachel.",5
2332,192,12,Cecilia,Oh that explains all the women?s underwear.,5
2333,192,13,Tag,Right there! That's my car!  Hey!!,5
2334,192,14,Rachel,"Okay, that's gonna take them a minute. Do you have anything else you wanna get off your chest?",5
2335,192,15,Tag,I can't believe this!,5
2336,192,16,Rachel,"Wait, we still have time to talk and they?re-they're not even in the car yet!  Oh look, there they go, okay.",5
2337,193,0,Chandler,Yes that was a nice place!,5
2338,193,1,Joey,Yeah!,5
2339,193,2,Chandler,"Not a lot of closet space, but he can just hang his stuff out the window in a bag!",5
2340,193,3,Joey,Yeah!,5
2341,193,4,Chandler,What are we gonna do?,5
2342,193,5,Joey,I don't know. Maybe pizza?,5
2343,193,6,Chandler,About Ross!,5
2344,193,7,Joey,Oh! Oh!,5
2345,193,8,Joey,Hello!,5
2346,193,9,Joey,Oh yeah!,5
2347,193,10,Joey,It's the apartment manager; Ross put us down as references.,5
2348,193,11,Joey,Ross is the greatest guy you'll ever meet!,5
2349,193,12,Joey,"Yeah, he's very reliable.",5
2350,193,13,Chandler,Of course he has this big huge dog!,5
2351,193,14,Chandler,"That uh, barks into the night.",5
2352,193,15,Chandler,"Well, who doesn't love dogs?",5
2353,193,16,Chandler,"Ah, he's a tap dancer!",5
2354,193,17,Chandler,"Yes, some would say that",5
2355,193,18,Chandler,Ohhhhh!,5
2356,194,0,Chandler,"Hey, will you grab me a cruller?  Sit down! Will you",5
2357,194,1,Joey,"Dude! Hernia operations cost like, a lot probably. Besides it?s getting darker and more painful, that means it?s healing.",5
2358,194,2,Chandler,I will loan you the money. Just go to the hospital and let?s just get that thing?pushed back in.,5
2359,194,3,Joey,"Thank you, but it would take me forever to pay you that money back and I don?t want that hanging over my head.",5
2360,194,4,Joey,Okay?,5
2361,194,5,Joey,"Besides, as soon as my insurance kicks in I can get all the free operations I want!",5
2362,194,6,Joey,"Yeah, I?m thinking I?ll probably start with that laser eye surgery too.",5
2363,194,7,Phoebe,Hey!,5
2364,194,8,Chandler,Hey.,5
2365,194,9,Joey,Hey!,5
2366,194,10,Phoebe,What?s going on?,5
2367,194,11,Chandler,"Oh Joey?s got a really bad hernia, but that?s nothing a little laser eye surgery won?t fix!",5
